geo,time,edu_cned_14,teaching_mode,plan,fp_ciclos,value
España,2012-2013,Total FP,Presencial,LOE,"Comercio, transporte y reparación de vehículos",1508
España,2012-2013,Total FP,Presencial,LOE,Construcción,8575
España,2012-2013,Total FP,Presencial,LOE,Industria,9169
España,2012-2013,Total FP,Presencial,LOE,Hostelería,3678
España,2012-2013,Total FP,Presencial,LOE,Actividades sanitarias,5494
España,2012-2013,Total FP,Presencial,LOE,Familias STEM,8375
España,2012-2013,Total FP,Presencial,LOE,Familias Industriales,7650
España,2012-2013,Total FP,Presencial,LOE,Familias ni Industriales ni STEM,1562
España,2012-2013,Total FP,Presencial,LOE,Vidrio y Cerámica,2327
España,2012-2013,Total FP,Presencial,LOE,No distribuido por familia profesional,1680
España,2012-2013,Total FP,Presencial,LOE,Transporte y Mantenimiento de Vehículos,1754
España,2012-2013,Total FP,Presencial,LOE,"Textil, Confección y Piel",2383
España,2012-2013,Total FP,Presencial,LOE,Servicios Socioculturales y a la Comunidad,4001
España,2012-2013,Total FP,Presencial,LOE,Seguridad y Medio Ambiente,4577
España,2012-2013,Total FP,Presencial,LOE,Sanidad,2574
España,2012-2013,Total FP,Presencial,LOE,Química,2269
España,2012-2013,Total FP,Presencial,LOE,Marítimo-Pesquera,1307
España,2012-2013,Total FP,Presencial,LOE,"Madera, Mueble y Corcho",5773
España,2012-2013,Total FP,Presencial,LOE,Instalación y Mantenimiento,9713
España,2012-2013,Total FP,Presencial,LOE,Informática y Comunicaciones,6157
España,2012-2013,Total FP,Presencial,LOE,Industrias Extractivas,9780
España,2012-2013,Total FP,Presencial,LOE,Industrias Alimentarias,5870
España,2012-2013,Total FP,Presencial,LOE,Imagen y Sonido,9235
España,2012-2013,Total FP,Presencial,LOE,Imagen Personal,4090
España,2012-2013,Total FP,Presencial,LOE,Hostelería y Turismo,8433
España,2012-2013,Total FP,Presencial,LOE,Fabricación Mecánica,1364
España,2012-2013,Total FP,Presencial,LOE,Energía y Agua,5918
España,2012-2013,Total FP,Presencial,LOE,Electricidad y Electrónica,7977
España,2012-2013,Total FP,Presencial,LOE,Edificación y Obra Civil,4587
España,2012-2013,Total FP,Presencial,LOE,Comercio y Marketing,5830
España,2012-2013,Total FP,Presencial,LOE,Artes y Artesanías,7430
España,2012-2013,Total FP,Presencial,LOE,Artes Gráficas,6635
España,2012-2013,Total FP,Presencial,LOE,Agraria,920
España,2012-2013,Total FP,Presencial,LOE,Administración y Gestión,421
España,2012-2013,Total FP,Presencial,LOE,Actividades Físicas y Deportivas,4319
España,2012-2013,Total FP,Presencial,LOGSE,Todas las familias,2172
España,2012-2013,Total FP,Presencial,LOGSE,"Servicios personales, socioculturales y a la comunidad",5183
España,2012-2013,Total FP,Presencial,LOGSE,Servicios a la empresa,4379
España,2012-2013,Total FP,Presencial,LOGSE,"Agricultura, pesca, extracción y energía",2984
España,2012-2013,Total FP,Presencial,LOGSE,"Comercio, transporte y reparación de vehículos",7031
España,2012-2013,Total FP,Presencial,LOGSE,Construcción,3609
España,2012-2013,Total FP,Presencial,LOGSE,Industria,5548
España,2012-2013,Total FP,Presencial,LOGSE,Hostelería,10000
España,2012-2013,Total FP,Presencial,LOGSE,Actividades sanitarias,9560
España,2012-2013,Total FP,Presencial,LOGSE,Familias STEM,2558
España,2012-2013,Total FP,Presencial,LOGSE,Familias Industriales,3016
España,2012-2013,Total FP,Presencial,LOGSE,Familias ni Industriales ni STEM,8751
España,2012-2013,Total FP,Presencial,LOGSE,Vidrio y Cerámica,5568
España,2012-2013,Total FP,Presencial,LOGSE,No distribuido por familia profesional,5338
España,2012-2013,Total FP,Presencial,LOGSE,Transporte y Mantenimiento de Vehículos,7163
España,2012-2013,Total FP,Presencial,LOGSE,"Textil, Confección y Piel",5006
España,2012-2013,Total FP,Presencial,LOGSE,Servicios Socioculturales y a la Comunidad,6818
España,2012-2013,Total FP,Presencial,LOGSE,Seguridad y Medio Ambiente,109
España,2012-2013,Total FP,Presencial,LOGSE,Sanidad,4627
España,2012-2013,Total FP,Presencial,LOGSE,Química,3731
España,2012-2013,Total FP,Presencial,LOGSE,Marítimo-Pesquera,4042
España,2012-2013,Total FP,Presencial,LOGSE,"Madera, Mueble y Corcho",6957
España,2012-2013,Total FP,Presencial,LOGSE,Instalación y Mantenimiento,347
España,2012-2013,Total FP,Presencial,LOGSE,Informática y Comunicaciones,4678
España,2012-2013,Total FP,Presencial,LOGSE,Industrias Extractivas,1565
España,2012-2013,Total FP,Presencial,LOGSE,Industrias Alimentarias,5150
España,2012-2013,Total FP,Presencial,LOGSE,Imagen y Sonido,2081
España,2012-2013,Total FP,Presencial,LOGSE,Imagen Personal,9025
España,2012-2013,Total FP,Presencial,LOGSE,Hostelería y Turismo,6713
España,2012-2013,Total FP,Presencial,LOGSE,Fabricación Mecánica,781
España,2012-2013,Total FP,Presencial,LOGSE,Energía y Agua,5579
España,2012-2013,Total FP,Presencial,LOGSE,Electricidad y Electrónica,107
España,2012-2013,Total FP,Presencial,LOGSE,Edificación y Obra Civil,7194
España,2012-2013,Total FP,Presencial,LOGSE,Comercio y Marketing,3555
España,2012-2013,Total FP,Presencial,LOGSE,Artes y Artesanías,1914
España,2012-2013,Total FP,Presencial,LOGSE,Artes Gráficas,1433
España,2012-2013,Total FP,Presencial,LOGSE,Agraria,7077
España,2012-2013,Total FP,Presencial,LOGSE,Administración y Gestión,8371
España,2012-2013,Total FP,Presencial,LOGSE,Actividades Físicas y Deportivas,5887
España,2012-2013,Total FP,A Distancia,LOE,Todas las familias,9282
España,2012-2013,Total FP,A Distancia,LOE,"Servicios personales, socioculturales y a la comunidad",3161
España,2012-2013,Total FP,A Distancia,LOE,Servicios a la empresa,9011
España,2012-2013,Total FP,A Distancia,LOE,"Agricultura, pesca, extracción y energía",7191
España,2012-2013,Total FP,A Distancia,LOE,"Comercio, transporte y reparación de vehículos",2850
España,2012-2013,Total FP,A Distancia,LOE,Construcción,4167
España,2012-2013,Total FP,A Distancia,LOE,Industria,3849
España,2012-2013,Total FP,A Distancia,LOE,Hostelería,457
España,2012-2013,Total FP,A Distancia,LOE,Actividades sanitarias,8214
España,2012-2013,Total FP,A Distancia,LOE,Familias STEM,902
España,2012-2013,Total FP,A Distancia,LOE,Familias Industriales,1747
España,2012-2013,Total FP,A Distancia,LOE,Familias ni Industriales ni STEM,9242
España,2012-2013,Total FP,A Distancia,LOE,Vidrio y Cerámica,7221
España,2012-2013,Total FP,A Distancia,LOE,No distribuido por familia profesional,5141
España,2012-2013,Total FP,A Distancia,LOE,Transporte y Mantenimiento de Vehículos,3600
España,2012-2013,Total FP,A Distancia,LOE,"Textil, Confección y Piel",2902
España,2012-2013,Total FP,A Distancia,LOE,Servicios Socioculturales y a la Comunidad,6752
España,2012-2013,Total FP,A Distancia,LOE,Seguridad y Medio Ambiente,6751
España,2012-2013,Total FP,A Distancia,LOE,Sanidad,7374
España,2012-2013,Total FP,A Distancia,LOE,Química,4256
España,2012-2013,Total FP,A Distancia,LOE,Marítimo-Pesquera,8362
España,2012-2013,Total FP,A Distancia,LOE,"Madera, Mueble y Corcho",9497
España,2012-2013,Total FP,A Distancia,LOE,Instalación y Mantenimiento,6186
España,2012-2013,Total FP,A Distancia,LOE,Informática y Comunicaciones,537
España,2012-2013,Total FP,A Distancia,LOE,Industrias Extractivas,5001
España,2012-2013,Total FP,A Distancia,LOE,Industrias Alimentarias,5235
España,2012-2013,Total FP,A Distancia,LOE,Imagen y Sonido,2001
España,2012-2013,Total FP,A Distancia,LOE,Imagen Personal,5728
España,2012-2013,Total FP,A Distancia,LOE,Hostelería y Turismo,9621
España,2012-2013,Total FP,A Distancia,LOE,Fabricación Mecánica,5457
España,2012-2013,Total FP,A Distancia,LOE,Energía y Agua,2214
España,2012-2013,Total FP,A Distancia,LOE,Electricidad y Electrónica,7131
España,2012-2013,Total FP,A Distancia,LOE,Edificación y Obra Civil,4022
España,2012-2013,Total FP,A Distancia,LOE,Comercio y Marketing,8534
España,2012-2013,Total FP,A Distancia,LOE,Artes y Artesanías,3662
España,2012-2013,Total FP,A Distancia,LOE,Artes Gráficas,1535
España,2012-2013,Total FP,A Distancia,LOE,Agraria,2449
España,2012-2013,Total FP,A Distancia,LOE,Administración y Gestión,7052
España,2012-2013,Total FP,A Distancia,LOE,Actividades Físicas y Deportivas,9396
España,2012-2013,Total FP,A Distancia,LOGSE,Todas las familias,88
España,2012-2013,Total FP,A Distancia,LOGSE,"Servicios personales, socioculturales y a la comunidad",2893
España,2012-2013,Total FP,A Distancia,LOGSE,Servicios a la empresa,6827
España,2012-2013,Total FP,A Distancia,LOGSE,"Agricultura, pesca, extracción y energía",5617
España,2012-2013,Total FP,A Distancia,LOGSE,"Comercio, transporte y reparación de vehículos",6365
España,2012-2013,Total FP,A Distancia,LOGSE,Construcción,848
España,2012-2013,Total FP,A Distancia,LOGSE,Industria,9581
España,2012-2013,Total FP,A Distancia,LOGSE,Hostelería,2256
España,2012-2013,Total FP,A Distancia,LOGSE,Actividades sanitarias,8774
España,2012-2013,Total FP,A Distancia,LOGSE,Familias STEM,3429
España,2012-2013,Total FP,A Distancia,LOGSE,Familias Industriales,8181
España,2012-2013,Total FP,A Distancia,LOGSE,Familias ni Industriales ni STEM,5270
España,2012-2013,Total FP,A Distancia,LOGSE,Vidrio y Cerámica,6380
España,2012-2013,Total FP,A Distancia,LOGSE,No distribuido por familia profesional,2793
España,2012-2013,Total FP,A Distancia,LOGSE,Transporte y Mantenimiento de Vehículos,6740
España,2012-2013,Total FP,A Distancia,LOGSE,"Textil, Confección y Piel",802
España,2012-2013,Total FP,A Distancia,LOGSE,Servicios Socioculturales y a la Comunidad,8432
España,2012-2013,Total FP,A Distancia,LOGSE,Seguridad y Medio Ambiente,8887
España,2012-2013,Total FP,A Distancia,LOGSE,Sanidad,5627
España,2012-2013,Total FP,A Distancia,LOGSE,Química,4009
España,2012-2013,Total FP,A Distancia,LOGSE,Marítimo-Pesquera,9816
España,2012-2013,Total FP,A Distancia,LOGSE,"Madera, Mueble y Corcho",4177
España,2012-2013,Total FP,A Distancia,LOGSE,Instalación y Mantenimiento,4379
España,2012-2013,Total FP,A Distancia,LOGSE,Informática y Comunicaciones,9100
España,2012-2013,Total FP,A Distancia,LOGSE,Industrias Extractivas,7836
España,2012-2013,Total FP,A Distancia,LOGSE,Industrias Alimentarias,9138
España,2012-2013,Total FP,A Distancia,LOGSE,Imagen y Sonido,1328
España,2012-2013,Total FP,A Distancia,LOGSE,Imagen Personal,3111
España,2012-2013,Total FP,A Distancia,LOGSE,Hostelería y Turismo,5524
España,2012-2013,Total FP,A Distancia,LOGSE,Fabricación Mecánica,9861
España,2012-2013,Total FP,A Distancia,LOGSE,Energía y Agua,3549
España,2012-2013,Total FP,A Distancia,LOGSE,Electricidad y Electrónica,8458
España,2012-2013,Total FP,A Distancia,LOGSE,Edificación y Obra Civil,1892
España,2012-2013,Total FP,A Distancia,LOGSE,Comercio y Marketing,7333
España,2012-2013,Total FP,A Distancia,LOGSE,Artes y Artesanías,4777
España,2012-2013,Total FP,A Distancia,LOGSE,Artes Gráficas,9491
España,2012-2013,Total FP,A Distancia,LOGSE,Agraria,7414
España,2012-2013,Total FP,A Distancia,LOGSE,Administración y Gestión,6738
España,2012-2013,Total FP,A Distancia,LOGSE,Actividades Físicas y Deportivas,3719
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Todas las familias,7971
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,"Servicios personales, socioculturales y a la comunidad",9895
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Servicios a la empresa,2232
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,"Agricultura, pesca, extracción y energía",8049
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,"Comercio, transporte y reparación de vehículos",2802
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Construcción,8604
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Industria,5228
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Hostelería,666
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Actividades sanitarias,5681
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias STEM,3402
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias Industriales,1867
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Familias ni Industriales ni STEM,5800
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Vidrio y Cerámica,773
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,No distribuido por familia profesional,1195
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Transporte y Mantenimiento de Vehículos,1504
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,"Textil, Confección y Piel",4783
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Servicios Socioculturales y a la Comunidad,1648
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Seguridad y Medio Ambiente,7469
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Sanidad,431
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Química,5769
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Marítimo-Pesquera,50
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,"Madera, Mueble y Corcho",7714
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Instalación y Mantenimiento,8895
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Informática y Comunicaciones,8661
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Industrias Extractivas,4455
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Industrias Alimentarias,6067
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Imagen y Sonido,9087
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Imagen Personal,7507
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Hostelería y Turismo,108
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Fabricación Mecánica,3334
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Energía y Agua,1974
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Electricidad y Electrónica,2430
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Edificación y Obra Civil,6807
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Comercio y Marketing,6739
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Artes y Artesanías,3071
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Artes Gráficas,2198
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Agraria,753
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Administración y Gestión,5142
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOE,Actividades Físicas y Deportivas,3703
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Todas las familias,5161
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Servicios personales, socioculturales y a la comunidad",7333
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Servicios a la empresa,2630
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Agricultura, pesca, extracción y energía",4322
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Comercio, transporte y reparación de vehículos",2808
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Construcción,8834
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industria,792
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Hostelería,3452
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Actividades sanitarias,6721
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias STEM,687
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias Industriales,4505
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Familias ni Industriales ni STEM,5793
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Vidrio y Cerámica,4992
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,No distribuido por familia profesional,507
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Transporte y Mantenimiento de Vehículos,2927
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Textil, Confección y Piel",2240
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Servicios Socioculturales y a la Comunidad,6025
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Seguridad y Medio Ambiente,479
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Sanidad,8697
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Química,3799
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Marítimo-Pesquera,9551
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,"Madera, Mueble y Corcho",3748
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Instalación y Mantenimiento,425
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Informática y Comunicaciones,3916
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industrias Extractivas,9971
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Industrias Alimentarias,7935
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Imagen y Sonido,8262
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Imagen Personal,5099
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Hostelería y Turismo,5334
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Fabricación Mecánica,1005
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Energía y Agua,7450
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Electricidad y Electrónica,1261
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Edificación y Obra Civil,523
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Comercio y Marketing,5070
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Artes y Artesanías,2594
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Artes Gráficas,7342
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Agraria,7749
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Administración y Gestión,2859
España,2012-2013,FP Básica y Grado Medio,Todas las modalidades,LOGSE,Actividades Físicas y Deportivas,5414
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Todas las familias,6041
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,"Servicios personales, socioculturales y a la comunidad",9711
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Servicios a la empresa,7777
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,"Agricultura, pesca, extracción y energía",9861
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,"Comercio, transporte y reparación de vehículos",7525
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Construcción,1898
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Industria,5907
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Hostelería,6655
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Actividades sanitarias,4645
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Familias STEM,6672
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Familias Industriales,1860
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Familias ni Industriales ni STEM,103
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Vidrio y Cerámica,2485
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,No distribuido por familia profesional,7531
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Transporte y Mantenimiento de Vehículos,3364
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,"Textil, Confección y Piel",7399
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Servicios Socioculturales y a la Comunidad,8759
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Seguridad y Medio Ambiente,2184
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Sanidad,5469
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Química,6111
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Marítimo-Pesquera,4251
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,"Madera, Mueble y Corcho",1221
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Instalación y Mantenimiento,4846
España,2012-2013,FP Básica y Grado Medio,Presencial,LOE,Informática y Comunicaciones,6053
